Name,Age,Season,Team,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Ty Starke*,19,2024,Louisville,1,0,1,4.19,16,0,,0,0,0,19.1,19,11,9,1,11,0,17,5,0,3,89,1.552,8.8,0.5,5.1,7.9,1.55,,player.fcgi?id=starke000ty-
Evan Webster*,22,2024,Louisville,5,3,0.625,4.18,16,15,,0,0,0,71,75,36,33,10,20,0,62,5,0,3,307,1.338,9.5,1.3,2.5,7.9,3.1,,player.fcgi?id=webste000eva
Justin West*,20,2024,Louisville,2,1,0.667,5.4,12,2,,0,0,1,16.2,26,12,10,5,5,0,23,2,0,0,80,1.86,14,2.7,2.7,12.4,4.6,,player.fcgi?id=west--000jus
Tucker Biven,21,2025,Louisville,5,0,1,3.71,23,5,,0,0,4,43.2,47,26,18,5,22,2,36,1,0,6,201,1.58,9.7,1,4.5,7.4,1.64,,player.fcgi?id=biven-000tuc
Jack Brown,19,2025,Louisville,5,5,0.5,6.59,26,2,,0,0,0,42.1,60,35,31,4,27,0,27,7,0,4,210,2.055,12.8,0.9,5.7,5.7,1,,player.fcgi?id=brown-023jac
Brandin Crawford,20,2025,Louisville,1,0,1,12.15,9,0,,0,0,0,6.2,10,12,9,3,11,0,6,0,0,3,41,3.15,13.5,4.1,14.9,8.1,0.55,,player.fcgi?id=crawfo003bra
Brennyn Cutts,22,2025,Louisville,3,1,0.75,4.97,26,2,,0,0,2,38,30,23,21,9,19,0,46,11,0,3,172,1.289,7.1,2.1,4.5,10.9,2.42,,player.fcgi?id=cutts-000bre
Wyatt Danilowicz*,21,2025,Louisville,0,1,0,2.7,28,0,,0,0,3,33.1,19,14,10,3,25,1,52,2,0,10,145,1.32,5.1,0.8,6.8,14,2.08,,player.fcgi?id=danilo000wya
Tague Davis*,19,2025,Louisville,0,0,,12,5,0,,0,0,0,3,6,4,4,0,7,0,2,1,0,1,21,4.333,18,0,21,6,0.29,,player.fcgi?id=davis-000tag
Parker Detmers,20,2025,Louisville,1,1,0.5,3.94,4,4,,0,0,0,16,16,9,7,1,4,0,15,3,0,2,68,1.25,9,0.6,2.3,8.4,3.75,,player.fcgi?id=detmer000par
Ethan Eberle*,19,2025,Louisville,6,2,0.75,4.65,20,10,,0,0,0,62,62,33,32,12,25,0,59,14,1,0,273,1.403,9,1.7,3.6,8.6,2.36,,player.fcgi?id=eberle000eth
Aaron England*,19,2025,Louisville,0,0,,8.31,5,0,,0,0,0,4.1,6,4,4,1,4,0,4,0,0,3,24,2.308,12.5,2.1,8.3,8.3,1,,player.fcgi?id=englan000aar
Patrick Forbes,20,2025,Louisville,4,2,0.667,4.42,15,15,,0,0,0,71.1,59,42,35,7,34,0,117,11,0,11,319,1.304,7.4,0.9,4.3,14.8,3.44,,player.fcgi?id=forbes002pat
Alex Gay,19,2025,Louisville,0,0,,18,7,0,,0,0,0,4,5,8,8,1,4,0,3,1,0,6,22,2.25,11.3,2.3,9,6.8,0.75,,player.fcgi?id=gay---000ale
Jake Gregor,19,2025,Louisville,1,0,1,7.04,10,0,,0,0,0,7.2,9,10,6,1,5,1,4,3,0,4,39,1.826,10.6,1.2,5.9,4.7,0.8,,player.fcgi?id=gregor000jak
Colton Hartman*,20,2025,Louisville,2,1,0.667,11.65,17,4,,0,0,0,17,27,22,22,2,17,1,20,6,0,3,97,2.588,14.3,1.1,9,10.6,1.18,,player.fcgi?id=hartma001col
Eli Hoyt,22,2025,Louisville,0,0,,12.6,8,0,,0,0,0,5,8,7,7,2,8,0,6,1,0,4,30,3.2,14.4,3.6,14.4,10.8,0.75,,player.fcgi?id=hoyt--000eli
Jared Lessman*,22,2025,Louisville,0,0,,7.84,9,1,,0,0,0,10.1,13,9,9,3,11,0,9,2,0,1,52,2.323,11.3,2.6,9.6,7.8,0.82,,player.fcgi?id=lessma000jar
Peter Michael,21,2025,Louisville,4,3,0.571,4.83,14,13,,0,0,0,50.1,39,33,27,6,37,0,52,6,1,11,229,1.51,7,1.1,6.6,9.3,1.41,,player.fcgi?id=michae000pet
Casen Murphy*,20,2025,Louisville,0,1,0,8.64,14,2,,0,0,0,16.2,24,18,16,5,12,0,12,4,0,5,93,2.16,13,2.7,6.5,6.5,1,,player.fcgi?id=murphy001cas
TJ Schlageter*,20,2025,Louisville,3,2,0.6,5.04,17,6,,0,0,0,30.1,26,19,17,4,16,0,17,3,0,6,131,1.385,7.7,1.2,4.7,5,1.06,,player.fcgi?id=schlag000tj-
Jake Schweitzer,19,2025,Louisville,4,3,0.571,2.34,25,0,,0,0,3,42.1,31,14,11,1,19,1,23,4,0,4,179,1.181,6.6,0.2,4,4.9,1.21,,player.fcgi?id=schwei002jak
Ty Starke*,20,2025,Louisville,1,0,1,8.35,23,0,,0,0,0,18.1,18,19,17,3,14,0,21,4,0,6,92,1.745,8.8,1.5,6.9,10.3,1.5,,player.fcgi?id=starke000ty-
Kian Vorster,18,2025,Louisville,0,0,,27,3,0,,0,0,0,1.1,4,4,4,1,3,0,0,2,0,4,13,5.25,27,6.8,20.3,0,0,,player.fcgi?id=vorste000kia
Justin West*,21,2025,Louisville,2,2,0.5,5.59,25,2,,0,0,0,37,36,25,23,4,20,0,52,4,0,4,170,1.514,8.8,1,4.9,12.6,2.6,,player.fcgi?id=west--000jus
Rob Chamra,23,2011,NC State,,,,4.3,,10,,,0,,69,66,35,33,,32,,39,,,,,1.42,8.6,,4.2,5.1,1.22,,player.fcgi?id=chamra000rob
Mike Clark?,--,2011,NC State,,,,18,,0,,,0,,2,4,4,4,,6,,1,,,,,5,18,,27,4.5,0.17,,player.fcgi?id=clark-002mik
Rey Cotilla,22,2011,NC State,,,,3.6,,0,,,0,,15,20,8,6,,7,,15,,,,,1.8,12,,4.2,9,2.14,,player.fcgi?id=cotill001rey
Josh Easley,20,2011,NC State,,,,5.87,,7,,,0,,46,52,31,30,,23,,53,,,,,1.63,10.2,,4.5,10.4,2.3,,player.fcgi?id=easley001jos
Gary Gillheeney,22,2011,NC State,,,,0,,0,,,0,,1,1,1,0,,1,,1,,,,,2,9,,9,9,1,,player.fcgi?id=gillhe001gar
Danny Healey?,--,2011,NC State,,,,5.96,,11,,,0,,54.1,58,41,36,,25,,43,,,,,1.528,9.6,,4.1,7.1,1.72,,player.fcgi?id=healey000dan
Cory Mazzoni,21,2011,NC State,,,,3.25,,16,,,1,,116.1,91,50,42,,29,,137,,,,,1.032,7,,2.2,10.6,4.72,,player.fcgi?id=mazzon001cor
Ethan Ogburn?,--,2011,NC State,,,,4.41,,8,,,0,,63.1,65,35,31,,21,,47,,,,,1.358,9.2,,3,6.7,2.24,,player.fcgi?id=ogburn000eth
Chris Overman,20,2011,NC State,,,,2.39,,0,,,0,,49,38,17,13,,7,,45,,,,,0.918,7,,1.3,8.3,6.43,,player.fcgi?id=overma000chr
Brandon Price?,--,2011,NC State,,,,1.8,,0,,,0,,10,8,2,2,,2,,6,,,,,1,7.2,,1.8,5.4,3,,player.fcgi?id=price-003bra
Nick Rice?,--,2011,NC State,,,,4.67,,0,,,0,,17.1,18,12,9,,3,,11,,,,,1.212,9.3,,1.6,5.7,3.67,,player.fcgi?id=rice--000nic
Grant Sasser?,--,2011,NC State,,,,4.11,,4,,,0,,35,44,21,16,,13,,27,,,,,1.629,11.3,,3.3,6.9,2.08,,player.fcgi?id=sasser000gra
D.J. Thomas?,--,2011,NC State,,,,3.86,,2,,,0,,42,34,19,18,,19,,26,,,,,1.262,7.3,,4.1,5.6,1.37,,player.fcgi?id=thomas000dj-
Vance Williams?,--,2011,NC State,,,,3.56,,4,,,0,,43,34,22,17,,20,,33,,,,,1.256,7.1,,4.2,6.9,1.65,,player.fcgi?id=willia003van
Dillon Frye?,--,2012,NC State,3,0,1,2.7,14,1,,,0,1,23.1,17,7,7,2,14,0,17,3,0,5,100,1.329,6.6,0.8,5.4,6.6,1.21,,player.fcgi?id=frye--000dil
Gary Gillheeney,23,2012,NC State,0,0,,0,1,0,,,0,0,1.1,1,0,0,0,0,0,2,1,0,0,6,0.75,6.8,0,0,13.5,,,player.fcgi?id=gillhe001gar
Danny Healey?,--,2012,NC State,4,0,1,3.29,13,4,,,0,0,27.1,24,12,10,1,12,0,12,2,0,2,115,1.317,7.9,0.3,4,4,1,,player.fcgi?id=healey000dan
Logan Jernigan,19,2012,NC State,5,1,0.833,5.71,14,13,,,0,0,52,39,39,33,4,35,0,57,8,1,12,241,1.423,6.8,0.7,6.1,9.9,1.63,,player.fcgi?id=jernig000log
Ethan Ogburn?,--,2012,NC State,5,4,0.556,3.38,19,13,,,0,2,90.2,89,40,34,7,19,0,71,4,0,5,376,1.191,8.8,0.7,1.9,7,3.74,,player.fcgi?id=ogburn000eth
Travis Orwig?,--,2012,NC State,1,1,0.5,2.19,18,0,,,0,0,12.1,12,3,3,0,5,3,11,2,0,1,55,1.378,8.8,0,3.6,8,2.2,,player.fcgi?id=orwig-000tra
Chris Overman,21,2012,NC State,0,1,0,2.91,28,0,,,0,6,34,27,11,11,1,14,1,43,7,0,3,146,1.206,7.1,0.3,3.7,11.4,3.07,,player.fcgi?id=overma000chr
Carlos Rodón*,19,2012,NC State,9,0,1,1.57,17,16,,,0,0,114.2,71,29,20,2,41,0,135,12,3,6,464,0.977,5.6,0.2,3.2,10.6,3.29,,player.fcgi?id=rodon-000car
D.J. Thomas?,--,2012,NC State,2,2,0.5,5.59,21,2,,,0,1,38.2,47,26,24,0,15,0,29,4,0,4,177,1.603,10.9,0,3.5,6.8,1.93,,player.fcgi?id=thomas000dj-
Anthony Tzamtzis,21,2012,NC State,5,5,0.5,4.38,18,10,,,0,0,63.2,50,37,31,4,39,1,63,10,0,11,291,1.398,7.1,0.6,5.5,8.9,1.62,,player.fcgi?id=tzamtz001ant
Ryan Wilkins,21,2012,NC State,5,2,0.714,5.09,25,1,,,0,1,53,59,31,30,3,18,4,49,6,0,6,235,1.453,10,0.5,3.1,8.3,2.72,,player.fcgi?id=wilkin000rya
Chris Williams,19,2012,NC State,0,0,,13.5,2,0,,,0,0,1.1,3,2,2,0,0,0,2,0,0,0,6,2.25,20.3,0,0,13.5,,,player.fcgi?id=willia006chr
Vance Williams?,--,2012,NC State,4,4,0.5,3.7,22,3,,,0,2,56,52,24,23,2,19,0,42,6,0,1,233,1.268,8.4,0.3,3.1,6.8,2.21,,player.fcgi?id=willia003van
Brian Donovan?,--,2013,NC State,0,0,,0,1,0,,,0,0,1.2,1,1,0,0,2,0,1,0,0,0,8,1.8,5.4,0,10.8,5.4,0.5,,player.fcgi?id=donova000bri
Josh Easley,22,2013,NC State,7,2,0.778,1.38,25,2,,,0,1,45.2,37,13,7,3,13,0,42,4,0,1,183,1.095,7.3,0.6,2.6,8.3,3.23,,player.fcgi?id=easley001jos
Dillon Frye?,--,2013,NC State,0,0,,8.53,8,0,,,0,0,6.1,9,7,6,1,2,0,4,2,0,0,29,1.737,12.8,1.4,2.8,5.7,2,,player.fcgi?id=frye--000dil
Will Gilbert*,19,2013,NC State,0,0,,2.7,11,0,,,0,0,6.2,8,6,2,0,7,0,6,0,0,2,40,2.25,10.8,0,9.5,8.1,0.86,,player.fcgi?id=gilber003wil
Danny Healey?,--,2013,NC State,0,0,,11.57,2,0,,,0,0,2.1,4,3,3,0,4,0,2,1,0,0,16,3.429,15.4,0,15.4,7.7,0.5,,player.fcgi?id=healey000dan
Logan Jernigan,20,2013,NC State,1,1,0.5,1.56,11,9,,,0,0,34.2,23,6,6,1,28,0,30,3,0,4,156,1.471,6,0.3,7.3,7.8,1.07,,player.fcgi?id=jernig000log
Karl Keglovits?,--,2013,NC State,1,0,1,4.05,7,3,,,0,0,13.1,13,7,6,0,6,0,6,0,0,1,59,1.425,8.8,0,4.1,4.1,1,,player.fcgi?id=keglov000kar
Connor O'Brien,19,2013,NC State,0,0,,0,2,0,,,0,0,2.1,0,0,0,0,2,0,0,0,0,0,11,0.857,0,0,7.7,0,0,,player.fcgi?id=obrien000con
Ethan Ogburn?,--,2013,NC State,5,3,0.625,2.7,15,12,,,0,0,60,46,24,18,1,14,0,38,3,0,6,238,1,6.9,0.2,2.1,5.7,2.71,,player.fcgi?id=ogburn000eth
Jon Olczak,19,2013,NC State,0,0,,7,5,0,,,0,0,9,8,8,7,0,3,0,5,2,0,0,38,1.222,8,0,3,5,1.67,,player.fcgi?id=olczak000jon
Travis Orwig?,--,2013,NC State,3,0,1,1.5,15,1,,,0,1,18,13,3,3,0,5,0,16,0,0,1,71,1,6.5,0,2.5,8,3.2,,player.fcgi?id=orwig-000tra
Chris Overman,22,2013,NC State,1,1,0.5,0.33,21,0,,,0,6,27.1,10,2,1,0,9,0,26,2,0,1,103,0.695,3.3,0,3,8.6,2.89,,player.fcgi?id=overma000chr
Carlos Rodón*,20,2013,NC State,10,3,0.769,2.99,19,19,,,1,0,132.1,94,50,44,8,45,0,184,16,0,8,542,1.05,6.4,0.5,3.1,12.5,4.09,,player.fcgi?id=rodon-000car
Grant Sasser?,--,2013,NC State,3,0,1,1.03,33,0,,,0,8,43.2,29,6,5,1,13,2,44,6,1,2,175,0.962,6,0.2,2.7,9.1,3.38,,player.fcgi?id=sasser000gra
Brad Stone*,19,2013,NC State,3,2,0.6,5.49,17,13,,,0,1,60.2,54,40,37,6,24,0,60,4,0,2,263,1.286,8,0.9,3.6,8.9,2.5,,player.fcgi?id=stone-004bra
D.J. Thomas?,--,2013,NC State,2,0,1,2.89,14,0,,,0,0,28,29,11,9,3,10,0,17,4,1,0,122,1.393,9.3,1,3.2,5.5,1.7,,player.fcgi?id=thomas000dj-
Anthony Tzamtzis,22,2013,NC State,2,1,0.667,5.4,11,3,,,0,0,28.1,24,19,17,2,30,0,25,12,0,3,149,1.906,7.6,0.6,9.5,7.9,0.83,,player.fcgi?id=tzamtz001ant
Ryan Wilkins,22,2013,NC State,6,2,0.75,4.21,24,4,,,0,2,47,41,24,22,5,12,1,47,6,0,2,198,1.128,7.9,1,2.3,9,3.92,,player.fcgi?id=wilkin000rya
Andrew Woeck,21,2013,NC State,6,1,0.857,3.09,26,0,,,0,0,46.2,38,19,16,4,10,1,45,2,0,4,186,1.029,7.3,0.8,1.9,8.7,4.5,,player.fcgi?id=woeck-000and
Gianni Zayas,19,2013,NC State,0,0,,13.5,2,0,,,0,0,2,3,3,3,1,3,0,1,1,0,0,13,3,13.5,4.5,13.5,4.5,0.33,,player.fcgi?id=zayas-000gia
Cody Beckman*,19,2014,NC State,1,0,1,5.06,9,0,,,0,2,10.2,11,6,6,1,7,0,11,0,0,2,48,1.688,9.3,0.8,5.9,9.3,1.57,,player.fcgi?id=beckma000cod
Will Gilbert*,20,2014,NC State,0,0,,4.09,15,0,,,0,2,11,12,6,5,0,5,0,12,3,0,2,52,1.545,9.8,0,4.1,9.8,2.4,,player.fcgi?id=gilber003wil
Logan Jernigan,21,2014,NC State,6,3,0.667,3.9,16,16,,,0,0,67,60,30,29,2,44,0,65,14,0,13,308,1.552,8.1,0.3,5.9,8.7,1.48,,player.fcgi?id=jernig000log
Karl Keglovits?,--,2014,NC State,0,0,,0,1,0,,,0,0,0.2,1,0,0,0,0,0,0,0,0,0,2,1.5,13.5,0,0,0,,,player.fcgi?id=keglov000kar
Joe O'Donnell,19,2014,NC State,3,0,1,4.13,15,0,,,0,0,28.1,23,14,13,2,17,0,26,1,0,6,124,1.412,7.3,0.6,5.4,8.3,1.53,,player.fcgi?id=odonne000joe
Jon Olczak,20,2014,NC State,1,1,0.5,2.86,23,0,,,0,2,22,19,8,7,1,14,2,21,2,0,1,96,1.5,7.8,0.4,5.7,8.6,1.5,,player.fcgi?id=olczak000jon
Eric Peterson,21,2014,NC State,4,4,0.5,3.21,20,1,,,0,3,56,45,22,20,2,14,3,63,6,0,4,228,1.054,7.2,0.3,2.3,10.1,4.5,,player.fcgi?id=peters004eri
Pat Peterson*,21,2014,NC State,1,2,0.333,4.06,14,11,,,0,1,57.2,61,29,26,3,20,0,53,1,0,3,255,1.405,9.5,0.5,3.1,8.3,2.65,,player.fcgi?id=peters002pat
Carlos Rodón*,21,2014,NC State,6,7,0.462,2.01,14,14,,,0,0,98.2,84,39,22,2,31,0,117,15,0,5,419,1.166,7.7,0.2,2.8,10.7,3.77,,player.fcgi?id=rodon-000car
Brad Stone*,20,2014,NC State,4,2,0.667,3.02,15,6,,,0,1,41.2,27,14,14,3,23,0,34,5,1,5,173,1.2,5.8,0.6,5,7.3,1.48,,player.fcgi?id=stone-004bra
D.J. Thomas?,--,2014,NC State,2,1,0.667,2.37,18,0,,,0,2,30.1,22,11,8,1,11,0,24,4,0,4,125,1.088,6.5,0.3,3.3,7.1,2.18,,player.fcgi?id=thomas000dj-
Cory Wilder,19,2014,NC State,0,1,0,6.75,9,1,,,0,0,9.1,6,7,7,0,11,0,9,1,0,1,44,1.821,5.8,0,10.6,8.7,0.82,,player.fcgi?id=wilder000cor
Chris Williams,21,2014,NC State,0,1,0,7.2,7,1,,,0,0,10,17,9,8,1,3,0,10,0,0,1,49,2,15.3,0.9,2.7,9,3.33,,player.fcgi?id=willia006chr
Ryan Williamson*,19,2014,NC State,1,0,1,3.05,11,3,,,0,0,20.2,17,8,7,1,17,0,21,4,0,4,99,1.645,7.4,0.4,7.4,9.1,1.24,,player.fcgi?id=willia005rya
Andrew Woeck,22,2014,NC State,3,1,0.75,2.17,11,2,,,0,1,29,25,10,7,1,9,0,41,1,0,1,121,1.172,7.8,0.3,2.8,12.7,4.56,,player.fcgi?id=woeck-000and
Evan Brabrand,19,2015,NC State,0,0,,5.68,6,0,,,0,1,6.1,8,7,4,1,6,0,8,1,0,5,35,2.211,11.4,1.4,8.5,11.4,1.33,,player.fcgi?id=brabra000eva
Curt Britt,22,2015,NC State,3,1,0.75,2.24,19,4,,,0,2,56.1,46,23,14,0,21,0,53,6,2,5,241,1.189,7.3,0,3.4,8.5,2.52,,player.fcgi?id=britt-000cur
Brian Brown*,19,2015,NC State,7,3,0.7,2.03,15,15,,,0,0,79.2,59,24,18,6,26,0,78,8,1,7,320,1.067,6.7,0.7,2.9,8.8,3,,player.fcgi?id=brown-005bri
Tommy DeJuneas,19,2015,NC State,3,3,0.5,1.82,24,0,,,0,6,39.2,20,15,8,2,25,0,57,13,2,5,176,1.134,4.5,0.5,5.7,12.9,2.28,,player.fcgi?id=dejune000tom
Will Gilbert*,21,2015,NC State,3,1,0.75,2.47,29,0,,,0,3,47.1,31,14,13,1,20,1,52,7,3,4,197,1.077,5.9,0.2,3.8,9.9,2.6,,player.fcgi?id=gilber003wil
Evan Mendoza,19,2015,NC State,1,1,0.5,6.75,9,2,,,0,0,18.2,24,15,14,1,10,0,9,1,0,1,90,1.821,11.6,0.5,4.8,4.3,0.9,,player.fcgi?id=mendoz000eva
Joe O'Donnell,20,2015,NC State,7,3,0.7,2.08,25,0,,,0,0,52,37,20,12,3,20,1,54,12,0,9,223,1.096,6.4,0.5,3.5,9.3,2.7,,player.fcgi?id=odonne000joe
Jon Olczak,21,2015,NC State,2,0,1,2.55,23,2,,,0,1,42.1,27,21,12,3,29,0,47,9,0,9,187,1.323,5.7,0.6,6.2,10,1.62,,player.fcgi?id=olczak000jon
Travis Orwig?,--,2015,NC State,2,0,1,1.85,15,0,,,0,2,24.1,19,10,5,1,9,0,20,6,1,1,108,1.151,7,0.4,3.3,7.4,2.22,,player.fcgi?id=orwig-000tra
Johnny Piedmonte?,--,2015,NC State,1,2,0.333,3.44,15,12,,,0,0,49.2,49,24,19,3,14,0,40,2,1,1,211,1.268,8.9,0.5,2.5,7.2,2.86,,player.fcgi?id=piedmo000joh
Brad Stone*,21,2015,NC State,1,0,1,5.28,8,3,,,0,0,15.1,9,9,9,0,18,0,13,2,0,1,71,1.761,5.3,0,10.6,7.6,0.72,,player.fcgi?id=stone-004bra
Cory Wilder,20,2015,NC State,2,5,0.286,3.5,15,14,,,0,0,64.1,35,26,25,1,59,0,79,10,0,12,289,1.461,4.9,0.1,8.3,11.1,1.34,,player.fcgi?id=wilder000cor
Ryan Williamson*,20,2015,NC State,4,4,0.5,5.17,12,7,,,0,0,38.1,50,28,22,4,17,0,47,2,0,4,183,1.748,11.7,0.9,4,11,2.76,,player.fcgi?id=willia005rya
Sean Adler*,22,2016,NC State,0,1,0,6.94,19,1,,0,0,0,23.1,24,20,18,2,21,0,26,3,1,3,112,1.929,9.3,0.8,8.1,10,1.24,,player.fcgi?id=adler-000sea
Cody Beckman*,21,2016,NC State,2,0,1,6.05,16,0,,0,0,0,19.1,14,14,13,1,8,0,23,3,1,5,81,1.138,6.5,0.5,3.7,10.7,2.88,,player.fcgi?id=beckma000cod
Evan Brabrand,20,2016,NC State,1,1,0.5,7.23,17,0,,0,0,1,23.2,30,20,19,3,9,0,29,3,0,2,113,1.648,11.4,1.1,3.4,11,3.22,,player.fcgi?id=brabra000eva
Brian Brown*,20,2016,NC State,7,3,0.7,3.7,17,17,,0,0,0,87.2,84,41,36,8,32,0,79,8,1,5,375,1.323,8.6,0.8,3.3,8.1,2.47,,player.fcgi?id=brown-005bri
Tommy DeJuneas,20,2016,NC State,2,3,0.4,6.37,24,0,,0,0,6,29.2,35,21,21,4,19,1,27,5,0,5,141,1.82,10.6,1.2,5.8,8.2,1.42,,player.fcgi?id=dejune000tom
Christian Demby,19,2016,NC State,0,1,0,7.27,7,1,,0,0,0,8.2,12,7,7,1,4,0,9,2,0,0,44,1.846,12.5,1,4.2,9.3,2.25,,player.fcgi?id=demby-000chr
Will Gilbert*,22,2016,NC State,5,1,0.833,2.22,24,0,,0,0,6,52.2,48,13,13,2,11,0,62,5,0,7,211,1.12,8.2,0.3,1.9,10.6,5.64,,player.fcgi?id=gilber003wil
Karl Keglovits?,--,2016,NC State,1,0,1,4.5,10,1,,0,0,0,14,14,9,7,0,10,0,11,2,1,2,67,1.714,9,0,6.4,7.1,1.1,,player.fcgi?id=keglov000kar
Tim Naughton,20,2016,NC State,0,0,,3,3,0,,0,0,0,3,5,2,1,0,2,0,1,1,0,0,16,2.333,15,0,6,3,0.5,,player.fcgi?id=naught002tim
Joe O'Donnell,21,2016,NC State,3,2,0.6,4.02,6,6,,1,0,0,31.1,30,20,14,2,12,0,25,4,0,1,136,1.34,8.6,0.6,3.4,7.2,2.08,,player.fcgi?id=odonne000joe
Travis Orwig?,--,2016,NC State,1,0,1,1.93,17,0,,0,0,0,18.2,16,4,4,0,13,0,21,0,1,4,83,1.554,7.7,0,6.3,10.1,1.62,,player.fcgi?id=orwig-000tra
Johnny Piedmonte?,--,2016,NC State,1,3,0.25,5.56,13,8,,0,0,1,34,35,27,21,0,22,0,28,1,0,4,158,1.676,9.3,0,5.8,7.4,1.27,,player.fcgi?id=piedmo000joh
Kyle Smith,22,2016,NC State,0,0,,6.23,9,0,,0,0,0,4.1,4,3,3,0,6,0,4,0,0,0,24,2.308,8.3,0,12.5,8.3,0.67,,player.fcgi?id=smith-013kyl
Austin Staley?,--,2016,NC State,3,1,0.75,3.16,26,0,,0,0,0,25.2,17,10,9,0,11,0,23,1,0,8,105,1.091,6,0,3.9,8.1,2.09,,player.fcgi?id=staley000aus
Cory Wilder,21,2016,NC State,3,4,0.429,4.61,15,13,,0,0,0,56.2,51,30,29,4,30,0,40,6,0,15,248,1.429,8.1,0.6,4.8,6.4,1.33,,player.fcgi?id=wilder000cor
Chris Williams,23,2016,NC State,2,0,1,2.51,22,0,,0,0,1,32.1,39,13,9,2,7,1,14,5,0,0,145,1.423,10.9,0.6,1.9,3.9,2,,player.fcgi?id=willia006chr
Ryan Williamson*,21,2016,NC State,7,2,0.778,2.69,15,13,,0,0,0,70.1,60,26,21,5,38,0,77,8,0,8,305,1.393,7.7,0.6,4.9,9.9,2.03,,player.fcgi?id=willia005rya
Sean Adler*,23,2017,NC State,6,6,0.5,3.58,19,12,,0,0,4,78,67,32,31,7,25,0,70,7,0,1,325,1.179,7.7,0.8,2.9,8.1,2.8,,player.fcgi?id=adler-000sea
Cody Beckman*,22,2017,NC State,0,2,0,4.85,17,1,,0,0,1,26,27,16,14,0,22,0,23,0,0,4,121,1.885,9.3,0,7.6,8,1.05,,player.fcgi?id=beckma000cod
Michael Bienlien,19,2017,NC State,3,3,0.5,4.66,18,10,,0,0,0,58,55,37,30,4,24,0,39,14,0,2,261,1.362,8.5,0.6,3.7,6.1,1.63,,player.fcgi?id=bienli000mic
Evan Brabrand,21,2017,NC State,1,0,1,6.6,11,0,,0,0,0,15,20,11,11,3,9,0,13,2,0,1,75,1.933,12,1.8,5.4,7.8,1.44,,player.fcgi?id=brabra000eva
Brian Brown*,21,2017,NC State,4,3,0.571,3.76,14,13,,0,0,0,67,68,37,28,4,32,0,63,3,0,2,296,1.493,9.1,0.5,4.3,8.5,1.97,,player.fcgi?id=brown-005bri
Tommy DeJuneas,21,2017,NC State,4,0,1,4.22,15,2,,0,0,0,32,28,19,15,2,25,1,27,1,0,5,145,1.656,7.9,0.6,7,7.6,1.08,,player.fcgi?id=dejune000tom
Christian Demby,20,2017,NC State,0,2,0,7.16,6,4,,0,0,0,16.1,18,13,13,4,9,2,11,3,0,2,79,1.653,9.9,2.2,5,6.1,1.22,,player.fcgi?id=demby-000chr
Dalton Feeney,20,2017,NC State,3,2,0.6,2.53,14,3,,0,0,1,21.1,14,8,6,1,11,0,14,1,1,3,89,1.172,5.9,0.4,4.6,5.9,1.27,,player.fcgi?id=feeney000dal
Mathieu Gauthier,19,2017,NC State,1,1,0.5,5.89,10,2,,0,0,0,18.1,24,16,12,3,5,0,18,0,0,1,88,1.582,11.8,1.5,2.5,8.8,3.6,,player.fcgi?id=gauthi000mat
Kent Klyman*,19,2017,NC State,1,0,1,2.16,20,0,,0,0,0,16.2,9,8,4,0,10,0,12,2,0,2,72,1.14,4.9,0,5.4,6.5,1.2,,player.fcgi?id=klyman000ken
Tim Naughton,21,2017,NC State,0,0,,3,11,0,,0,0,0,12,13,5,4,2,10,0,13,1,0,1,56,1.917,9.8,1.5,7.5,9.8,1.3,,player.fcgi?id=naught002tim
Joe O'Donnell,22,2017,NC State,4,0,1,3.91,25,0,,0,0,7,48.1,37,23,21,2,27,0,59,5,0,3,211,1.324,6.9,0.4,5,11,2.19,,player.fcgi?id=odonne000joe
Johnny Piedmonte?,--,2017,NC State,7,0,1,2.77,15,9,,0,0,0,61.2,49,20,19,5,21,0,42,7,0,3,250,1.135,7.2,0.7,3.1,6.1,2,,player.fcgi?id=piedmo000joh
Austin Staley?,--,2017,NC State,2,3,0.4,3.59,31,0,,0,0,5,47.2,46,22,19,5,21,0,44,1,0,2,200,1.406,8.7,0.9,4,8.3,2.1,,player.fcgi?id=staley000aus
Zach Usselman?,--,2017,NC State,0,1,0,7.9,11,0,,0,0,0,13.2,19,13,12,2,9,0,18,2,0,1,72,2.049,12.5,1.3,5.9,11.9,2,,player.fcgi?id=usselm000zac
Cory Wilder,22,2017,NC State,0,2,0,8.18,8,5,,0,0,0,11,14,10,10,3,12,0,14,1,0,0,59,2.364,11.5,2.5,9.8,11.5,1.17,,player.fcgi?id=wilder000cor
Michael Bienlien,20,2018,NC State,3,3,0.5,5.35,16,7,,0,0,0,33.2,51,32,20,3,11,0,30,11,1,2,170,1.842,13.6,0.8,2.9,8,2.73,,player.fcgi?id=bienli000mic
Brian Brown*,22,2018,NC State,7,2,0.778,2.74,16,16,,2,0,0,98.2,84,38,30,10,26,0,98,14,3,6,410,1.115,7.7,0.9,2.4,8.9,3.77,,player.fcgi?id=brown-005bri
Connor Centala*,19,2018,NC State,1,0,1,3.65,11,0,,0,0,0,12.1,17,7,5,0,4,0,9,0,0,2,54,1.703,12.4,0,2.9,6.6,2.25,,player.fcgi?id=cental000con
